"","X","mt_id","institution_code","collection_code","specimen_id","authority","taxonomy_notes","morphospecies","species","subgenus","genus","subtribe","tribe","subfamily","family","superfamily","infraorder","suborder","order","class","ncbi_may_edit","ncbi_search_success","ncbi_species","ncbi_id_rank","ncbi_taxid","variant_status","chimera_notes","traptype","dev_stage","site","locality","subregion","country","latitude","longitude","size","feeding_behaviour","habitat","habitat_stratum","authors","library","datasubmitter","projectname","genbank_accession","notes","contigname"
"GBDL00034",1755,"GBDL00034","",NA,"CG426","","","","Ips acuminatus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Ips acuminatus","species",55980,"unconsidered species duplicate","","","","","","","Norway",NA,NA,NA,NA,"","","C Gillett","","G Prakash","Weevil Tree from Bulk","MH431910","","MH431910"
"GBDL02286",1756,"GBDL02286","",NA,"","","","","Ips acuminatus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Ips acuminatus","species",55980,"unconsidered species duplicate","","","","","","","",NA,NA,NA,NA,"","","Baranov O.Y. and Mozharovskaya L.V. and Panteleev S.V. and Kiryanov P.S. and Victorovich S.V. and Razumova O.A. and Padutov A.A.Jr. and Padutov V.E.","","","","MK988441","","MK988441"
"GBDL02723",1757,"GBDL02723","",NA,"","","","","Ips calligraphus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Ips calligraphus","species",102827,"","","","","","","Guangdong","China",NA,NA,NA,NA,"","","Xu M. and Lin W.","","","","MW589547","","MW589547"
"GBDL01649",1758,"GBDL01649","",NA,"","","","","Ips cembrae","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Ips cembrae","species",55982,"","","","","","","","",NA,NA,NA,NA,"","","MJTN Timmermans and J. Haran","","MJTN Timmermans","Weevil Mitogenomes","JN163961","","JN163961"
"GBDL01341",1759,"GBDL01341","",NA,"","","","","Ips grandicollis","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Ips grandicollis","species",102832,"","","","","","","","",NA,NA,NA,NA,"","","","","","","KY952780","","KY952780"
"GBDL02786",1760,"GBDL02786","",NA,"","","","","Ips hauseri","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Ips hauseri","species",102833,"","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Zhang S. and Liu F. and Yu C. and Zhang Z. and Kong X.","","","","MZ768860","","MZ768860"
"GBDL03030",1761,"GBDL03030","",NA,"","","","","Ips hauseri","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Ips hauseri","species",102833,"","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Yu C. and Deng M. and Zhang S. and Liu F. and Zhang Z. and Han F. and Kong X.","","","","OK147105","","OK147105"
"GBDL03046",1762,"GBDL03046","",NA,"","","","","Ips hauseri","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Ips hauseri","species",102833,"","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Yu C. and Deng M. and Zhang S. and Liu F. and Zhang Z. and Han F. and Kong X.","","","","OK147104","","OK147104"
"GBDL03266",1763,"GBDL03266","",NA,"","","","","Ips hauseri","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Ips hauseri","species",102833,"","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Yu C. and Deng M. and Zhang S. and Liu F. and Zhang Z. and Han F. and Kong X.","","","","OK147106","","OK147106"
"GBDL02782",1764,"GBDL02782","",NA,"","","","","Ips nitidus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Ips nitidus","species",432259,"","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Zhang S. and Liu F. and Yu C. and Zhang Z. and Kong X.","","","","MZ748471","","MZ748471"
"GBDL02941",1765,"GBDL02941","",NA,"","","","","Ips nitidus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Ips nitidus","species",432259,"","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Yu C. and Deng M. and Zhang S. and Liu F. and Zhang Z. and Han F. and Kong X.","","","","OK147108","","OK147108"
"GBDL03006",1766,"GBDL03006","",NA,"","","","","Ips nitidus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Ips nitidus","species",432259,"","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Yu C. and Deng M. and Zhang S. and Liu F. and Zhang Z. and Han F. and Kong X.","","","","OK147102","","OK147102"
"GBDL03165",1767,"GBDL03165","",NA,"","","","","Ips nitidus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Ips nitidus","species",432259,"","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Yu C. and Deng M. and Zhang S. and Liu F. and Zhang Z. and Han F. and Kong X.","","","","OK147113","","OK147113"
"GBDL03174",1768,"GBDL03174","",NA,"","","","","Ips nitidus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Ips nitidus","species",432259,"","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Yu C. and Deng M. and Zhang S. and Liu F. and Zhang Z. and Han F. and Kong X.","","","","OK147114","","OK147114"
"GBDL03193",1769,"GBDL03193","",NA,"","","","","Ips nitidus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Ips nitidus","species",432259,"","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Yu C. and Deng M. and Zhang S. and Liu F. and Zhang Z. and Han F. and Kong X.","","","","OK147110","","OK147110"
"GBDL01224",1770,"GBDL01224","",NA,"","","","","Ips sexdentatus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Ips sexdentatus","species",55985,"unconsidered species duplicate","","","","","","","",NA,NA,NA,NA,"","","","","","","KY952781","","KY952781"
"GBDL01944",1771,"GBDL01944","BMNH",NA,"1047373","","","","Ips sexdentatus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Ips sexdentatus","species",55985,"unconsidered species duplicate","","","","","","","United Kingdom",NA,NA,NA,NA,"","","Miller K. and Linard B. and Vogler A.P.","","","","KX035215","","KX035215"
"GBDL03016",1772,"GBDL03016","",NA,"","","","","Ips shangrila","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Ips shangrila","species",432260,"","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Yu C. and Deng M. and Zhang S. and Liu F. and Zhang Z. and Han F. and Kong X.","","","","OK147103","","OK147103"
"GBDL02783",1773,"GBDL02783","",NA,"","","","","Ips subelongatus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Ips subelongatus","species",405916,"","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Zhang S. and Liu F. and Yu C. and Zhang Z. and Kong X. and Jiang Y.","","","","MZ766130","","MZ766130"
"GBDL02900",1774,"GBDL02900","",NA,"","","","","Ips subelongatus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Ips subelongatus","species",405916,"","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Yu C. and Deng M. and Zhang S. and Liu F. and Zhang Z. and Han F. and Kong X.","","","","OK147112","","OK147112"
"GBDL02901",1775,"GBDL02901","",NA,"","","","","Ips subelongatus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Ips subelongatus","species",405916,"","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Yu C. and Deng M. and Zhang S. and Liu F. and Zhang Z. and Han F. and Kong X.","","","","OK147107","","OK147107"
"GBDL02955",1776,"GBDL02955","",NA,"","","","","Ips subelongatus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Ips subelongatus","species",405916,"","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Yu C. and Deng M. and Zhang S. and Liu F. and Zhang Z. and Han F. and Kong X.","","","","OK086802","","OK086802"
"GBDL03238",1777,"GBDL03238","",NA,"","","","","Ips subelongatus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Ips subelongatus","species",405916,"","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Yu C. and Deng M. and Zhang S. and Liu F. and Zhang Z. and Han F. and Kong X.","","","","OK110250","","OK110250"
"GBDL01242",1778,"GBDL01242","",NA,"","","","","Ips typographus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Ips typographus","species",55986,"unconsidered species duplicate","","","","","","","",NA,NA,NA,NA,"","","","","","","KY952782","","KY952782"
"GBDL02784",1779,"GBDL02784","",NA,"","","","","Ips typographus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Ips typographus","species",55986,"unconsidered species duplicate","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Zhang S. and Liu F. and Yu C. and Zhang Z. and Kong X. and Jiang Y.","","","","MZ766131","","MZ766131"
"GBDL03064",1780,"GBDL03064","",NA,"","","","","Ips typographus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Ips typographus","species",55986,"","","","","","","","",NA,NA,NA,NA,"","","Du H.","","","","OK110249","","OK110249"
"GBDL03088",1781,"GBDL03088","",NA,"","","","","Ips typographus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Ips typographus","species",55986,"","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Yu C. and Deng M. and Zhang S. and Liu F. and Zhang Z. and Han F. and Kong X.","","","","OK147109","","OK147109"
"GBDL03256",1782,"GBDL03256","",NA,"","","","","Ips typographus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Ips typographus","species",55986,"","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Yu C. and Deng M. and Zhang S. and Liu F. and Zhang Z. and Han F. and Kong X.","","","","OK147111","","OK147111"
"GBDL03274",1783,"GBDL03274","",NA,"","","","","Ips typographus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Ips typographus","species",55986,"","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Yu C. and Deng M. and Zhang S. and Liu F. and Zhang Z. and Han F. and Kong X.","","","","OK147100","","OK147100"
"GBDL03342",1784,"GBDL03342","",NA,"","","","","Ips typographus","","Ips","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Ips typographus","species",55986,"","","","","","","","",NA,NA,NA,NA,"","","Du H. and Fang J. and Shi X. and Yu C. and Deng M. and Zhang S. and Liu F. and Zhang Z. and Han F. and Kong X.","","","","OK147101","","OK147101"
"GBDL01300",1786,"GBDL01300","BMNH",NA,"840493","","","","Ischalia sp. BMNH 840493","","Ischalia","","","","Anthicidae","Tenebrionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Ischalia sp. BMNH 840493","species",904169,"","","","","","","","",NA,NA,NA,NA,"","","MJTN Timmermans","LR-PCR","MJTN Timmermans","WhyBarcode","HQ232827","","HQ232827"
"GBDL01289",1787,"GBDL01289","BMNH",NA,"840494","","","","Ischnomera caerulea","","Ischnomera","","","","Oedemeridae","Tenebrionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Ischnomera caerulea","species",295983,"","","","","","","","Czech Republic",NA,NA,NA,NA,"","","MJTN Timmermans","","MJTN Timmermans","Mitogenomics Coleoptera","JX412790","","JX412790"
"GBDL00111",1788,"GBDL00111","BMNH",NA,"833463","","","","Ischnosoma splendidum","","Ischnosoma","","","Tachyporinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Ischnosoma splendidum","species",1143197,"","","","","","","","",NA,NA,NA,NA,"","","E Favreau","","B Linard","Staphylinidae","KT780653","","KT780653"
"GBDL00185",1789,"GBDL00185","",NA,"","","","","Isotes sp. REN-2018","","Isotes","","Luperini","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Isotes sp. REN-2018","species",2170603,"","","","","","","","",NA,NA,NA,NA,"","","T Breeschoten","","R Nie","Phylogeny Chrysomelidae","MF960103","","MF960103"
"GBDL01111",1790,"GBDL01111","",NA,"","","","","Isshikia dimidiaticornis","","Isshikia","","Galerucini","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Isshikia dimidiaticornis","species",715844,"","","","","","","","",NA,NA,NA,NA,"","","T Breeschoten","","R Nie","Phylogeny Chrysomelidae","MF979891","","MF979891"
"GBDL00187",1792,"GBDL00187","",NA,"","","","","Jamesia sp. KM-2017","","Jamesia","","Onciderini","Lamiinae","Cerambycidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Jamesia sp. KM-2017","species",2219643,"","","Field trap","","","Barro Colorado Island","","Panama",NA,NA,NA,NA,"","","K Miller","","B Linard and M Motyka and M Bocek","Panama Canopy","MG193322","","MG193322"
"GBDL02351",1793,"GBDL02351","",NA,"N52","","","","Janbechynea sp. N52","","Janbechynea","","","","Orsodacnidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Janbechynea sp. N52","species",2769941,"","","","","","","","Bolivia",NA,NA,NA,NA,"","","Nie R. and Vogler A.P. and Yang X.-K. and Lin M.-Y.","","","CerambycidaePhylogeny","MN420479","","MN420479"
"GBDL02752",1794,"GBDL02752","",NA,"","","","","Jebusaea hammerschmidtii","","Jebusaea","","Cerambycini","Cerambycinae","Cerambycidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Jebusaea hammerschmidtii","species",2233810,"","","","","","","","",NA,NA,NA,NA,"","","Dias G.B. and Aldossary A.M. and El-Shafie H.A.F. and Alhoshani F.M. and Bergman C.M. and Manee M.M.","","","","MZ054170","","MZ054170"
"GBDL03127",1795,"GBDL03127","",NA,"","","","","Julodis variolaris","","Julodis","","","Julodinae","Buprestidae","Buprestoidea","Elateriformia","Polyphaga","Coleoptera","Insecta",NA,NA,"Julodis variolaris","species",3025997,"","","","","","Turpan City","Xinjiang Uygur Autonomous Region","China",NA,NA,NA,NA,"","","Wei Z. and Shi A.","","","","OP390084","","OP390084"
"GBDL02822",1796,"GBDL02822","",NA,"","","","","Jumnos ruckeri","","Jumnos","","","Cetoniinae","Scarabaeidae","Scarabaeoidea","Scarabaeiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Jumnos ruckeri","species",1207195,"","","","","","","","China",NA,NA,NA,NA,"","","Ayivi S.P.G. and Tong Y. and Storey K.B. and Yu D.N. and Zhang J.Y.","","","","OK484304","","OK484304"
"GBDL01476",1797,"GBDL01476","BMNH",NA,"724182","","","","Kateretes pedicularius","","Kateretes","","","","Kateretidae","Cucujoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Kateretes pedicularius","species",877986,"","","","","","","","United Kingdom",NA,NA,NA,NA,"","","MJTN Timmermans","","MJTN Timmermans","Mitogenomics Coleoptera","JX313689","","JX313689"
"GBDL02160",1798,"GBDL02160","",NA,"","","","","Kirchnerius guangxii","","Kirchnerius","","","Lucaninae","Lucanidae","Scarabaeoidea","Scarabaeiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Kirchnerius guangxii","species",2738765,"","","","","","","","",NA,NA,NA,NA,"","","Zhai Y.N. and Zhou S.J. and Chen Y.J. and Wan X. and Zhou S.-J. and Chen Y.-J. and Liu J.","","","","MK134567","","MK134567"
"SPSO00040",1799,"SPSO00040","BMNH",NA,"1041899","","","","Kissister minimus","","Kissister","","Paromalini","Dendrophilinae","Histeridae","Histeroidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Kissister minimus","species",154199,"","","DEEP","Adult","","Sierra de Grazalema","Cadiz","Spain",NA,NA,NA,NA,"","","C Andujar","","C Andujar","Beetles from Soil","MK692590","","Contig_46_1041899_Adult_Histeridae"
"SPSO00013",1801,"SPSO00013","BMNH",NA,"1043787","","","","Kyklioacalles","","Kyklioacalles","","","Cryptorhynchinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","species",501652,"","","LL","Adult","","Sierra de Grazalema","Cadiz","Spain",NA,NA,NA,NA,"","","C Andujar","","C Andujar","Beetles from Soil","MK692563","","Contig_16_1043787_adult"
"GBDL01358",1802,"GBDL01358","",NA,"","","","","Kyklioacalles aubei","","Kyklioacalles","","","Cryptorhynchinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Kyklioacalles aubei","species",501594,"","","","","","","","",NA,NA,NA,NA,"","","MJTN Timmermans and J. Haran","","MJTN Timmermans","Weevil Mitogenomes","JN163957","","JN163957"
"GBDL00816",1803,"GBDL00816","",NA,"","","","","Labidostomis ghilianii","","Labidostomis","","","Clytrinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Labidostomis ghilianii","species",1425573,"","","","","","","","Spain",NA,NA,NA,NA,"","","C Gomez Rodriguez","","C Gomez Rodriguez","Spanish Chrysomelidae","KX943477","","KX943477"
"GBDL00813",1804,"GBDL00813","",NA,"","","","","Labidostomis lucida","","Labidostomis","","","Clytrinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Labidostomis lucida","species",1425574,"","","","","","","","Spain",NA,NA,NA,NA,"","","C Gomez Rodriguez","","C Gomez Rodriguez","Spanish Chrysomelidae","KX943488","","KX943488"
"GBDL00821",1805,"GBDL00821","",NA,"","","","","Labidostomis lusitanica","","Labidostomis","","","Clytrinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Labidostomis lusitanica","species",294640,"","","","","","","","Spain",NA,NA,NA,NA,"","","C Gomez Rodriguez","","C Gomez Rodriguez","Spanish Chrysomelidae","KX943447","","KX943447"
"GBDL00817",1807,"GBDL00817","",NA,"","","","","Labidostomis taxicornis","","Labidostomis","","","Clytrinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Labidostomis taxicornis","species",1425575,"","","","","","","","Spain",NA,NA,NA,NA,"","","C Gomez Rodriguez","","C Gomez Rodriguez","Spanish Chrysomelidae","KX943474","","KX943474"
"GBDL02141",1808,"GBDL02141","",NA,"N28","","","","Labidostomis urticarum","","Labidostomis","","","Clytrinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"Labidostomis urticarum","species",2653416,"","","","","","","","",NA,NA,NA,NA,"","","Nie R. and Andujar C. and Gomez-Rodriguez C. and Bai M. and Xue H.-J. and Tang M. and Yang C.-T. and Tang P. and Yang X.-K. and Vogler A.P. and Nie R.-E. and Wei J. and Zhang S.-K. and Wu L. and Konstantinov A.S. and Li W.-Z.","","","","MK049877","","MK049877"
